scene,offset,speaker,risk,revisar,source_en,target_pt,correcao,nota
ch_11_01,0x9695,Man,low,,a single snap of its jaws... and stops.,com um só estalo das mandíbulas... e para.,,
ch_11_01,0x96bd,Man,low,,*Drip*,*Pingo*,,
ch_11_01,0x96c4,Man,low,,Something like saliva is dripping from its jaws.,Algo como saliva pinga das mandíbulas dele.,,
ch_11_01,0x96f5,Man,low,,Is this... where I die...?,É aqui... que eu morro...?,,
ch_11_01,0x9710,Man,low,,Like this... in this senseless situation...\n,Assim... nesta situação sem sentido...\n,,
ch_11_01,0x973e,Man,low,,eaten by whatever the hell this thing is...,devorado por seja lá o que for essa coisa...,,
ch_11_01,0x976a,Man,low,,"The insect's jaws finally click open, gaping\n","As mandíbulas do inseto enfim se abrem, escancaradas\n",,
ch_11_01,0x9799,Man,low,,to devour me. ,pra me devorar. ,,
ch_11_01,0x97a8,Man,low,,I'm dead--,Estou morto--,,
ch_11_01,0x97b3,Man,low,,*Drip*... *Drip*... *Drip*...,*Pingo*... *Pingo*... *Pingo*...,,
ch_11_01,0x97d6,Man,low,,The insect suddenly darts aside without biting\n,"O inseto de repente se lança pro lado sem morder,\n",,
ch_11_01,0x9807,Man,low,,"me, like it's trying to escape something...",como se tentasse escapar de algo...,,
ch_11_01,0x9833,Man,low,,"...and something descends from far above,\n","...e algo desce lá do alto,\n",,
ch_11_01,0x985f,Man,low,,"translucent and massive, as if to crush\n","translúcido e imenso, como que pra esmagar\n",,
ch_11_01,0x9889,Man,low,,whatever's below.,tudo o que houver embaixo.,,
ch_11_01,0x989b,Man,low,,It engulfs the massive insect effortlessly.,Engole o inseto colossal sem esforço.,,
ch_11_01,0x98c7,Man,low,,What... the...,Mas que...,,
ch_11_01,0x98d6,Man,low,,What is that...? Wh-What's... going on now...?,O que é aquilo...? Q-Que está... acontecendo agora...?,,
ch_11_01,0x9905,Man,low,,"I can see the insect writhing and thrashing,\n","Vejo o inseto se contorcendo e debatendo,\n",,
ch_11_01,0x9934,Man,low,,"trapped inside its slick, gelatinous body.",preso dentro do corpo gelatinoso e viscoso.,,
ch_11_01,0x995f,Man,low,,"The insect was already beyond comprehension,\n","O inseto já estava além da compreensão,\n",,
ch_11_01,0x998e,Man,low,,but this thing... defies all reason. And...,mas essa coisa... desafia toda lógica. E...,,
ch_11_01,0x99ba,Man,low,,It's melting...?,Está derretendo...?,,
ch_11_01,0x99cb,Man,low,,"This enormous insect's shell, hard as metal,\n","A carapaça desse inseto enorme, dura feito metal,\n",,
ch_11_01,0x99fa,Man,low,,is bubbling like it's being dissolved.\n,borbulha como se estivesse sendo dissolvida.\n,,
ch_11_01,0x9a23,Man,low,,It's coming apart inside the slime.,Está se desfazendo dentro do limo.,,
ch_11_01,0x9a47,Man,low,,Is it... eating the...?,Será que está... comendo o...?,,
ch_11_01,0x9a5f,Man,low,,The insect struggles desperately inside this\n,O inseto luta desesperadamente dentro dessa\n,,
ch_11_01,0x9a8e,Man,low,amostra,"amorphous creature, but its body is almost\n","criatura amorfa, mas o corpo dele está quase\n",,
ch_11_01,0x9abb,Man,low,,completely digested.,completamente digerido.,,
ch_11_01,0x9ad0,Man,low,,"All I can do is stare blankly, still in shock.","Só consigo encarar, atônito, ainda em choque.",,
ch_11_01,0x9aff,Man,low,,"The insect's face surfaces for an instant,\n","O rosto do inseto vem à tona por um instante,\n",,
ch_11_01,0x9b2c,Man,low,,but it has no power left. The viscous red\n,mas não tem mais força. O vermelho viscoso\n,,
ch_11_01,0x9b58,Man,low,,swallows it up.,o engole de vez.,,
ch_11_01,0x9b68,Man,low,,...Am I... safe?,...Estou... a salvo?,,
ch_11_01,0x9b79,Man,low,,"I whisper, in sheer gratitude for still being\n","Sussurro, em pura gratidão por ainda estar\n",,
ch_11_01,0x9ba9,Man,low,,alive.,vivo.,,
ch_11_01,0x9bb0,Man,low,,I... surviv--!,Eu... sobrevi--!,,
ch_11_01,0x9bbf,Man,low,,I can't keep myself from letting out a cheer\n,Não consigo conter um grito\n,,
ch_11_01,0x9bee,Man,low,,of relief... until I realize. ,de alívio... até perceber. ,,
ch_11_01,0x9c0d,Man,low,,"The amorphous creature swells and heaves,\n","A criatura amorfa incha e se agita,\n",,
ch_11_01,0x9c39,Man,low,,a short distance away.,a pouca distância.,,
ch_11_01,0x9c50,Man,low,,If it's somehow still hungry after that huge\n,Se ainda estiver com fome depois daquele inseto\n,,
ch_11_01,0x9c7f,Man,low,,"insect, there's no reason it won't go for me\n","enorme, não há razão pra não vir atrás de mim\n",,
ch_11_01,0x9cae,Man,low,amostra,next.,em seguida.,,
ch_11_01,0x9cb4,Man,low,,"I need to get out of here, before--","Preciso sair daqui, antes que--",,
ch_11_01,0x9cd8,Man,low,identico-fonte,...Ah!,...Ah!,,
ch_11_01,0x9cdf,Man,low,,The amorphous creature begins oozing forward...\n,A criatura amorfa começa a escorrer pra frente...\n,,
ch_11_01,0x9d11,Man,low,,towards me.,na minha direção.,,
ch_11_01,0x9d1d,Man,low,,It stops. Just waiting... like it's curious\n,Ela para. Só esperando... como se tivesse curiosidade\n,,
ch_11_01,0x9d4b,Man,low,,to see what I do next.,de ver o que faço em seguida.,,
ch_11_01,0x9d62,Haku,low,identico-fonte,Ngh...,Ngh...,,
ch_11_01,0x9d69,Man,low,,Can it hear me? Is it going off vibrations in\n,Será que me ouve? Será que sente vibrações\n,,
ch_11_01,0x9d99,Man,low,,"the ground? Any sudden movements, and I'm dead.","no chão? Qualquer movimento brusco, e eu morro.",,
ch_11_01,0x9dc9,Man,low,,"No motion. I keep perfectly still, holding\n","Sem me mexer. Fico perfeitamente imóvel, prendendo\n",,
ch_11_01,0x9df6,Man,low,,my breath.,a respiração.,,
ch_11_01,0x9e03,Man,low,,Its viscous surface begins rippling...,A superfície viscosa começa a ondular...,,
ch_11_01,0x9e2a,Man,low,,"...and little by little, reforms into a\n",...e aos poucos se remodela numa\n,,
ch_11_01,0x9e54,Man,low,,familiar shape.,forma familiar.,,
ch_11_01,0x9e64,Man,low,,Wha--?,Quê--?,,
ch_11_01,0x9e6b,Man,low,,My voice dies in my throat.,Minha voz morre na garganta.,,
ch_11_01,0x9e87,Man,low,,"The face that appears before me is misshapen, glutinous,\n","O rosto que surge diante de mim é disforme, viscoso,\n",,
ch_11_01,0x9ec2,Man,low,,horrifying... but unmistakably human.,horrendo... mas inconfundivelmente humano.,,
ch_11_01,0x9ee8,Man,low,,Unfocused eyes fixate on me. Its mouth gasps\n,Olhos perdidos se fixam em mim. A boca arqueja\n,,
ch_11_01,0x9f17,Man,low,,"and gapes soundlessly, like a fish drowning\n","e se abre sem som, como um peixe se afogando\n",,
ch_11_01,0x9f45,Man,low,,in air.,no ar.,,
ch_11_01,0x9f4d,Man,low,,What... are... you...?,O que... é... você...?,,
ch_11_01,0x9f64,Man,low,,...hh... yh...,...hh... ih...,,
ch_11_01,0x9f73,Man,low,,Is it... trying to talk...? It just sounds\n,Será que... está tentando falar...? Só soa\n,,
ch_11_01,0x9fa0,Man,low,,like air escaping--I can't make out what\n,como ar escapando--não consigo entender o\n,,
ch_11_01,0x9fcb,Man,low,,it's saying.,que diz.,,
ch_11_01,0x9fd8,Man,low,,...khh... yh...,...kh... ih...,,
ch_11_01,0x9fe8,Man,low,,"By reflex or by curiosity, I move closer to\n","Por reflexo ou curiosidade, me aproximo pra\n",,
ch_11_01,0xa016,Man,low,,hear what it's saying... and another voice\n,ouvir o que diz... e outra voz\n,,
ch_11_01,0xa043,Man,low,,rings out.,ressoa.,,
ch_11_01,0xa04e,Man,low,,Cover your eyes and ears!,Cubra os olhos e os ouvidos!,,
ch_11_01,0xa068,Man,low,,The sharp command is followed by a cylindrical\n,O comando ríspido é seguido por um objeto\n,,
ch_11_01,0xa099,Man,low,,object bouncing on the stone between us.\n,cilíndrico quicando na pedra entre nós.\n,,
ch_11_01,0xa0c4,Man,low,,Looks like--,Parece--,,
ch_11_01,0xa0d1,Man,low,,A grenade...? Gah!?,Uma granada...? Gah!?,,
ch_11_01,0xa0e5,Man,low,,"I instinctively shut my eyes, and clap my hands\n","Por instinto, fecho os olhos e tapo\n",,
ch_11_01,0xa117,Man,low,,over my ears.,os ouvidos com as mãos.,,
ch_11_01,0xa125,Man,low,,------------------gghhh------!,------------------gghh------!,,
ch_11_01,0xa144,Man,low,amostra,"It's too bright to make anything out, but\n","Está claro demais pra ver qualquer coisa, mas\n",,
ch_11_01,0xa170,Man,low,,I feel the ground shake as if the creature's\n,sinto o chão tremer como se a criatura\n,,
ch_11_01,0xa19f,Man,low,,writhing.,se contorcesse.,,
ch_11_01,0xa1a9,Man,low,,Is... Is this...?,Será... Será que é...?,,
ch_11_01,0xa1bb,Man,low,,A sudden grasp.,Um agarrão súbito.,,
ch_11_01,0xa1cb,Haku,low,,Huh...?,Hein...?,,
ch_11_01,0xa1d3,Man,low,,"Someone grabs my hand with an incredible force,\n","Alguém agarra minha mão com uma força incrível,\n",,
ch_11_01,0xa205,Man,low,,"and when I try to pull away, I get yelled at.","e quando tento me soltar, levo uma bronca.",,
ch_11_01,0xa233,Man,low,,You can freeze up later!,Você congela depois!,,
ch_11_01,0xa24c,Man,low,,My body's floating in the air...\n,Meu corpo está flutuando no ar...\n,,
ch_11_01,0xa26f,Man,low,,It feels like I'm flying again.,É como se eu estivesse voando de novo.,,
ch_11_01,0xa28f,Man,low,,"I nervously open my eyes, and see someone\n","Abro os olhos, nervoso, e vejo alguém\n",,
ch_11_01,0xa2bb,Man,low,,"bounding forward, my hand in theirs.","saltando à frente, minha mão na dela.",,
ch_11_01,0xa2e0,Man,low,,It's so fast...\n,É tão rápido...\n,,
ch_11_01,0xa2f2,Man,low,,It's like we're the wind.,É como se fôssemos o vento.,,
ch_11_01,0xa30c,Man,low,,"We cut through the air, and the wind roars\n","Cortamos o ar, e o vento ruge\n",,
ch_11_01,0xa339,Man,low,,past my ears.,passando pelos meus ouvidos.,,
ch_11_01,0xa347,Man,low,,"My rescuer glances back to me, as if checking\n","Minha salvadora olha pra trás, como que\n",,
ch_11_01,0xa377,Man,low,tamanho,on me. ,checando se estou bem. ,,
ch_11_01,0xa37f,Man,low,,A... woman?,Uma... mulher?,,
ch_11_01,0xa38b,Man,low,,No... more like a young lady?,Não... mais pra uma moça?,,
ch_11_01,0xa3a9,Man,low,,"Her face is beautiful, though oddly childish.\n","O rosto dela é lindo, embora curiosamente infantil.\n",,
ch_11_01,0xa3d9,Man,low,,Oversized ears... And a fluffy tail.,Orelhas grandes demais... E uma cauda peluda.,,
ch_11_01,0xa3fe,Man,low,,There's something... ethereal about her.\n,Há algo... etéreo nela.\n,,
ch_11_01,0xa429,Man,low,,I can't look away.,Não consigo desviar o olhar.,,
ch_11_01,0xa43c,Man,low,,"Even in this incredible situation, it feels\n","Mesmo nesta situação absurda, parece\n",,
ch_11_01,0xa46a,Man,low,,like time's stopped.,que o tempo parou.,,
ch_11_01,0xa47f,Man,low,,"Then, suddenly, her brow furrows.","Então, de repente, ela franze a testa.",,
ch_11_01,0xa4a1,Man,low,amostra,"I glance back, unsure of what she's looking at...","Olho pra trás, sem saber o que ela está vendo...",,
ch_11_01,0xa4d3,Man,low,identico-fonte,Aaagh--,Aaagh--,,
ch_11_01,0xa4db,Man,low,,"That amorphous creature surges forward, closing\n","Aquela criatura amorfa avança, se aproximando\n",,
ch_11_01,0xa50d,Man,low,,in on us like some kind of predatory wave.,de nós como uma onda predadora.,,
ch_11_01,0xa538,Man,low,amostra,"In this linear cavern, there's nowhere else\n","Nesta caverna estreita, não há pra onde\n",,
ch_11_01,0xa566,Man,low,,to run.,fugir.,,
ch_11_01,0xa56e,Man,low,,It's gonna catch up--!,Vai nos alcançar--!,,
ch_11_01,0xa585,Man,low,,But the girl's already seen it. She whips\n,Mas a garota já viu. Ela saca\n,,
ch_11_01,0xa5b1,Man,low,,"another cylinder from her waist, and\n",outro cilindro da cintura e o\n,,
ch_11_01,0xa5d8,Man,low,,throws it behind us.,joga atrás de nós.,,
ch_11_01,0xa5ed,Man,low,,The blinding flash and the explosion follow\n,O clarão ofuscante e a explosão vêm\n,,
ch_11_01,0xa61b,Man,low,,almost instantly.,quase no mesmo instante.,,
ch_11_01,0xa62d,Man,low,,------------------rngghh------!,------------------rngh------!,,
ch_11_01,0xa64d,Man,low,,Gyaaaagh!,Gyaaagh!,,
ch_11_01,0xa657,Man,low,,Now's our chance!,Agora é nossa chance!,,
ch_11_01,0xa669,Man,low,,Hahh... hh... hahh...,Há... hh... há...,,
ch_11_01,0xa67f,Man,low,,We're outside... I-I'm finally safe...,Estamos do lado de fora... E-Estou enfim a salvo...,,
ch_11_01,0xa6a6,Man,low,,My legs give out. I collapse onto the snowy\n,Minhas pernas cedem. Desabo na neve\n,,
ch_11_01,0xa6d4,Man,low,,ground.,do chão.,,
ch_11_01,0xa6dc,Man,low,,I can barely even believe I was able to run\n,Mal acredito que consegui correr\n,,
ch_11_01,0xa70a,Man,low,,as much as I did.,tudo aquilo.,,
ch_11_01,0xa71c,Man,low,,I guess humans really can do anything when\n,Acho que humanos conseguem qualquer coisa quando\n,,
ch_11_01,0xa749,Man,low,amostra,their lives are on the line...,a vida está em jogo...,,
ch_11_01,0xa768,Man,low,,The girl's exhausted too--can't blame her--\n,A garota também está exausta--não dá pra culpá-la--\n,,
ch_11_01,0xa796,Man,low,,"and she takes a seat, catching her breath.","e se senta, recuperando o fôlego.",,
ch_11_01,0xa7c1,Man,low,,...She saved my life... I should at least\n,...Ela salvou minha vida... Eu deveria pelo menos\n,,
ch_11_01,0xa7ed,Man,low,amostra,thank her properly.,agradecer direito.,,
ch_11_01,0xa801,Man,low,,Th-Thank you so much for saving me...,M-Muito obrigado por me salvar...,,
ch_11_01,0xa827,Man,low,,Did she even hear me? My throat is raspy and\n,Será que ela me ouviu? Minha garganta está rouca e\n,,
ch_11_01,0xa856,Man,low,,"raw, and I can't speak up that well.","áspera, e não consigo falar muito alto.",,
ch_11_01,0xa87b,Man,low,,"She notices, and turns towards me.",Ela percebe e se vira pra mim.,,
ch_11_01,0xa89e,Man,low,,"She has a strange look on her face, like she's\n","Tem uma expressão estranha no rosto, como se\n",,
ch_11_01,0xa8cf,Man,low,,seen something she wasn't expecting to.,tivesse visto algo que não esperava.,,
ch_11_01,0xa8f7,Man,low,amostra,Ah... Seeing her face again like this...\n,Ah... Vendo o rosto dela assim de novo...\n,,
ch_11_01,0xa922,Man,low,,There really is something beautiful about her.,Tem mesmo algo de bonito nela.,,
ch_11_01,0xa951,Man,low,amostra,"That slightly confused expression, too...\n","Aquela expressão um tanto confusa, também...\n",,
ch_11_01,0xa97d,Man,low,,"Wow, she's cute.","Nossa, ela é uma graça.",,
ch_11_01,0xa98e,sistema,low,,Girl,Garota,,
ch_11_01,0xa993,Kuon,low,,Is there something wrong with my face?,Tem algo de errado com meu rosto?,,
ch_11_01,0xa9ba,Kuon,low,,"O-Oh, no, not really... ","A-Ah, não, nada não... ",,
ch_11_01,0xa9d3,Kuon,low,,"Still, though.",Mesmo assim.,,
ch_11_01,0xa9e2,Kuon,low,,I take my eyes off you for just a moment and\n,Tiro os olhos de você por um só instante e\n,,
ch_11_01,0xaa11,Kuon,low,,"you disappear, but I never imagined something\n","você some, mas nunca imaginei uma coisa\n",,
ch_11_01,0xaa41,Kuon,low,,like this.,dessas.,,
ch_11_01,0xaa4c,Kuon,low,,"I'm glad I made it in time, but in the future...\n","Ainda bem que cheguei a tempo, mas no futuro...\n",,
ch_11_01,0xaa7f,Kuon,low,,I think I'd prefer you don't cause me so much\n,acho que prefiro que você não me dê tanto\n,,
ch_11_01,0xaaaf,Haku,low,,trouble. ,de verdade.,,
ch_11_01,0xaab9,Kuon,low,,Urgh... I'm sorry.,Argh... Me desculpe.,,
ch_11_01,0xaacc,Haku,low,,...Hm?,...Hum?,,
ch_11_01,0xaad3,Kuon,low,,"Wait, take her eyes off me...?\n","Espera, tirar os olhos de mim...?\n",,
ch_11_01,0xaaf4,Kuon,low,,And I disappeared?,E eu sumi?,,
ch_11_01,0xab07,Kuon,low,,What does she mean by that? She seems somehow...\n,O que ela quer dizer com isso? Ela parece de algum\n,,
ch_11_01,0xab3a,Kuon,low,,"familiar, too...","jeito... familiar, também...",,
ch_11_01,0xab4b,Kuon,low,,Does that mean you know who I am...?,Quer dizer que você sabe quem eu sou...?,,
ch_11_01,0xab70,Kuon,low,,"If you know who I am, where I'm from, please--\n","Se você sabe quem eu sou, de onde venho, por favor--\n",,
ch_11_01,0xaba1,Kuon,low,,tell me.,me diga.,,
ch_11_01,0xabaa,Kuon,low,,Huh...? Oh...,Hã...? Ah...,,
ch_11_01,0xabb8,Kuon,low,,Who am I? Where am I? What was that thing\n,Quem sou eu? Onde estou? O que era aquela coisa\n,,
ch_11_01,0xabe4,Kuon,low,amostra,"that attacked me? What was--I mean, how--","que me atacou? O que era--quer dizer, como--",,
ch_11_01,0xac0e,Kuon,low,amostra,Ngh... I'm trying to ask all my questions\n,Ngh... Tento fazer todas as perguntas\n,,
ch_11_01,0xac3a,Kuon,low,,"at once, and none of them are coming out\n","de uma vez, e nenhuma sai\n",,
ch_11_01,0xac65,Kuon,low,,right.,direito.,,
ch_11_01,0xac6c,Kuon,low,,I'm--,Eu sou--,,
ch_11_01,0xac72,Kuon,low,,The girl stands with a troubled smile on her\n,A garota fica de pé com um sorriso aflito no\n,,
ch_11_01,0xaca1,Kuon,low,,"face, and extends her hand to me.",rosto e estende a mão pra mim.,,
ch_11_01,0xacc3,Kuon,low,,We should head back for now.,É melhor voltarmos por enquanto.,,
ch_11_01,0xace0,Kuon,low,,"If you stay out here dressed like that,\n","Se você ficar aqui fora vestido assim,\n",,
ch_11_01,0xad0a,Kuon,low,,you're going to end up with a cold.,vai acabar pegando um resfriado.,,
ch_11_01,0xad2e,Kuon,low,,Dressed...?,Vestido...?,,
ch_11_01,0xad3a,Kuon,low,,"The cold air hits me all at once again, and\n","O ar gelado me atinge de novo de uma vez, e\n",,
ch_11_01,0xad68,Kuon,low,,I finally remember the state I'm in.,finalmente lembro o estado em que estou.,,
ch_11_01,0xad8d,Kuon,low,,"Come to think of it, have I really been\n","Pensando bem, será que andei mesmo\n",,
ch_11_01,0xadb7,Kuon,low,,flailing around this whole forest in this\n,perambulando por toda esta floresta nesta\n,,
ch_11_01,0xade3,Kuon,low,,flimsy thing...?,coisinha fina...?,,
ch_11_01,0xadf4,Kuon,low,,Hah... Ha-CHOO!,Hã... Aaa-TCHIM!,,
ch_11_01,0xae04,Kuon,low,,...Hee hee.,...Hehe.,,
ch_11_01,0xae10,Kuon,low,,"She lets out a laugh, clear as a bell, at the\n","Ela solta uma risada, clara como um sino, com o\n",,
ch_11_01,0xae40,Kuon,low,,sound of my sneeze echoing through the forest.,som do meu espirro ecoando pela floresta.,,
ch_11_01,0xae6f,Kuon,low,,Here.,Aqui.,,
ch_11_01,0xae75,Kuon,low,,"She takes my hand with her pale, delicate fingers,\n","Ela toma minha mão com seus dedos pálidos e delicados,\n",,
ch_11_01,0xaeaa,Kuon,low,,and pulls me to my feet. ,e me ajuda a ficar de pé. ,,
ch_11_01,0xaec4,Kuon,low,,Let's go.,Vamos.,,
ch_11_01,0xaece,Kuon,low,,H-Hey...,E-Ei...,,
ch_11_01,0xaed7,Kuon,low,,"I shift my hand slightly, squeezing back at her\n","Movo a mão de leve, apertando de volta o\n",,
ch_11_01,0xaf09,Kuon,low,,grip. That lone touch of warmth...,aperto dela. Aquele único toque de calor...,,
ch_11_01,0xaf2c,Kuon,low,,...I couldn't have known what lay ahead of us.\n,...Eu não tinha como saber o que nos aguardava.\n,,
ch_11_01,0xaf5d,Kuon,low,amostra,That this was only the beginning.,Que aquilo era só o começo.,,
ch_11_02,0xe192,Kuon,low,,"Upon returning to the tent, the girl starts\n","Ao voltarmos para a tenda, a garota começa\n",,
ch_11_02,0xe1c0,Kuon,low,amostra,digging through her bags.,a remexer nas bolsas dela.,,
ch_11_02,0xe1da,sistema,low,,Girl,Garota,,
ch_11_02,0xe1df,Kuon,low,,"Hmm, I'm sure I put it somewhere back here...","Hmm, tenho certeza de que guardei em algum lugar aqui...",,
ch_11_02,0xe20d,Kuon,low,,Aha! There we go.,Aha! Achei.,,
ch_11_02,0xe21f,Kuon,low,,I was wondering what to do with these...\n,Eu estava sem saber o que fazer com isto...\n,,
ch_11_02,0xe24a,Kuon,low,,I certainly didn't think they'd come in handy\n,Realmente não imaginei que fosse ser útil\n,,
ch_11_02,0xe27a,Kuon,low,,like this.,dessas.,,
ch_11_02,0xe285,Kuon,low,,"With those words, the girl holds out some\n","Com essas palavras, a garota estende uns\n",,
ch_11_02,0xe2b1,Kuon,low,,folded fabrics.,tecidos dobrados.,,
