term,category,target_translation,handling_rule,spoiler_level,aliases,notes,updated_date
Claim Bonus,UI,Resgatar Bônus,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ACHIEVEMENT_KEY_HELP_GET_TEXT). Texto de interface/menu do sistema.,2026-08-23
Arts,UI,Arts,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_ARTS). Texto de interface/menu do sistema.,2026-08-23
Usable Arts,UI,Arts Disponíveis,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_HAVE_ARTS). Texto de interface/menu do sistema.,2026-08-23
EP Cost,UI,Custo de EP,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_EP_CONSUME). Texto de interface/menu do sistema.,2026-08-23
Required Elements,UI,Elementos Necessários,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_NEED_ELEMENT). Texto de interface/menu do sistema.,2026-08-23
Value,UI,Valor,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_ELEMENT_VALUE). Texto de interface/menu do sistema.,2026-08-23
Added Elemental Value,UI,Valor Elemental Adicionado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_ADD_ELEMENT). Texto de interface/menu do sistema.,2026-08-23
Effect Details,UI,Detalhes do Efeito,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_EFFECT_INFO). Texto de interface/menu do sistema.,2026-08-23
Equippable,UI,Equipável,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_CAN_EQUIP). Texto de interface/menu do sistema.,2026-08-23
Not Enhanced,UI,Não Aprimorado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_NO_OPEN). Texto de interface/menu do sistema.,2026-08-23
Enhanced,UI,Aprimorado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_UPGRADED). Texto de interface/menu do sistema.,2026-08-23
Can Be Enhanced,UI,Pode Ser Aprimorado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_CAN_OPEN). Texto de interface/menu do sistema.,2026-08-23
Orbment Cover,UI,Capa do Orbment,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_ORBMENT_COVER). Texto de interface/menu do sistema.,2026-08-23
Reset to Default,UI,Redefinir ao Padrão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_BACK_INITIAL). Texto de interface/menu do sistema.,2026-08-23
Center,UI,Centro,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_SLOT_CENTER_INFO). Texto de interface/menu do sistema.,2026-08-23
Remove All Quartz,UI,Remover Todos os Quartz,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_AUTO_REMOVE_ALL). Texto de interface/menu do sistema.,2026-08-23
Quartz List,UI,Lista de Quartz,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_KEY_HELP_QUARTZ_LIST_TEXT). Texto de interface/menu do sistema.,2026-08-23
Change Cover,UI,Trocar Capa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_KEY_HELP_COVER_CHANGE_TEXT). Texto de interface/menu do sistema.,2026-08-23
Open/Close Cover,UI,Abrir/Fechar Capa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_KEY_HELP_COVER_OPEN_TEXT). Texto de interface/menu do sistema.,2026-08-23
Reset,UI,Redefinir,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_KEY_HELP_RESET_TEXT). Texto de interface/menu do sistema.,2026-08-23
Close,UI,Fechar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ORBMENT_KEY_HELP_CLOSE_TEXT). Texto de interface/menu do sistema.,2026-08-23
Changing Formation,UI,Alterando Formação,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_PARTY_BAN). Texto de interface/menu do sistema.,2026-08-23
Party Members,UI,Membros do Grupo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_PARTY_PARTY_MEMBER). Texto de interface/menu do sistema.,2026-08-23
Standby Members,UI,Membros de Reserva,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_PARTY_RESERVE_MEMBER). Texto de interface/menu do sistema.,2026-08-23
Select,UI,Selecionar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_PARTY_KEY_HELP_DECIDED_TEXT). Texto de interface/menu do sistema.,2026-08-23
Confirm,UI,Confirmar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_PARTY_KEY_HELP_BACK_TEXT). Texto de interface/menu do sistema.,2026-08-23
Price,UI,Preço,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_PRICE). Texto de interface/menu do sistema.,2026-08-23
Sell Price,UI,Preço de Venda,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_SELL_PRICE). Texto de interface/menu do sistema.,2026-08-23
Equipped,UI,Equipado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_EQUIP_NUM). Texto de interface/menu do sistema.,2026-08-23
Slot,UI,Slot,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_SLOT). Texto de interface/menu do sistema.,2026-08-23
Rate,UI,Taxa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_RATE). Texto de interface/menu do sistema.,2026-08-23
Cost,UI,Custo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_COST). Texto de interface/menu do sistema.,2026-08-23
Status,UI,Status,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_STATUS). Texto de interface/menu do sistema.,2026-08-23
Required,UI,Necessário,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_NEED_NUM). Texto de interface/menu do sistema.,2026-08-23
Necessary mira,UI,Mira necessária,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_NEED_MIRA). Texto de interface/menu do sistema.,2026-08-23
Material,UI,Material,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_MATERIAL). Texto de interface/menu do sistema.,2026-08-23
Medals,UI,Medalhas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_MEDAL). Texto de interface/menu do sistema.,2026-08-23
Exchange,UI,Trocar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_EXECUTE_EXCHANGE). Texto de interface/menu do sistema.,2026-08-23
Purchase,UI,Comprar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_BUY_YES). Texto de interface/menu do sistema.,2026-08-23
Sell,UI,Vender,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_SELL_YES). Texto de interface/menu do sistema.,2026-08-23
Synthesize,UI,Sintetizar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_GENERATE_YES). Texto de interface/menu do sistema.,2026-08-23
Enhance,UI,Aprimorar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_CUSTOMIZE_YES). Texto de interface/menu do sistema.,2026-08-23
Cancel,UI,Cancelar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_SELECT_NO). Texto de interface/menu do sistema.,2026-08-23
ATS,UI,ATS,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SHOP_STATUS_ATS_HALF). Texto de interface/menu do sistema.,2026-08-23
Select Destination,UI,Selecionar Destino,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MAPJUMP_ENTER_AREA). Texto de interface/menu do sistema.,2026-08-23
Select Location,UI,Selecionar Local,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MAPJUMP_KEYHELP_SPOT_LIST). Texto de interface/menu do sistema.,2026-08-23
View Map,UI,Ver Mapa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MAPJUMP_KEYHELP_CLOSE_SPOT_LIST). Texto de interface/menu do sistema.,2026-08-23
Return to Entrance,UI,Voltar à Entrada,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MAPJUMP_KEYHELP_RETURN_TO_ENTRANCE). Texto de interface/menu do sistema.,2026-08-23
Region Map,UI,Mapa da Região,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MAPJUMP_KEYHELP_REGION_MAP). Texto de interface/menu do sistema.,2026-08-23
Area Map,UI,Mapa da Área,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MAPJUMP_KEYHELP_BACK_MAP). Texto de interface/menu do sistema.,2026-08-23
Map of Liberl,UI,Mapa de Liberl,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MAPJUMP_KEYHELP_WORLD_MAP). Texto de interface/menu do sistema.,2026-08-23
Reset to Default Settings,UI,Redefinir Configurações Padrão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_KEY_HELP_RESET_TEXT). Texto de interface/menu do sistema.,2026-08-23
Difficulty,UI,Dificuldade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DIFFICULTY). Texto de interface/menu do sistema.,2026-08-23
Text Language,UI,Idioma do Texto,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_TEXT_LANGUAGE). Texto de interface/menu do sistema.,2026-08-23
Voice Language,UI,Idioma da Dublagem,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_VOICE_LANGUAGE). Texto de interface/menu do sistema.,2026-08-23
Voice,UI,Voz,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_VOICE). Texto de interface/menu do sistema.,2026-08-23
Ambient Sounds,UI,Sons Ambientes,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ENV_VOICE). Texto de interface/menu do sistema.,2026-08-23
BGM Type,UI,Tipo de Trilha Sonora,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_BGM_TYPE). Texto de interface/menu do sistema.,2026-08-23
Quick Battle Speed,UI,Velocidade da Batalha Rápida,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_FIELD_RATE). Texto de interface/menu do sistema.,2026-08-23
Command Battle Speed,UI,Velocidade da Batalha por Comando,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_TURN_RATE). Texto de interface/menu do sistema.,2026-08-23
Dash Button Behavior,UI,Comportamento do Botão de Corrida,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DASH_MODE_SONY). Texto de interface/menu do sistema.,2026-08-23
Target Lock,UI,Travar Alvo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_TARGET_LOCK_TYPE). Texto de interface/menu do sistema.,2026-08-23
Vibration,UI,Vibração,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_VIBRATION_SONY). Texto de interface/menu do sistema.,2026-08-23
Rumble Feature,UI,Função de Vibração,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_VIBRATION_NINTENDO). Texto de interface/menu do sistema.,2026-08-23
Auto-Advance Messages,UI,Avançar Mensagens Automaticamente,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_MESSAGE_AUTO). Texto de interface/menu do sistema.,2026-08-23
Mini-Map Display,UI,Exibição do Mini-Mapa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_MINIMAP). Texto de interface/menu do sistema.,2026-08-23
Objective Marker Display,UI,Exibição do Marcador de Objetivo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_NAVIGATION). Texto de interface/menu do sistema.,2026-08-23
Show Contact Line,UI,Mostrar Linha de Contato,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_FIELD_ENEMY_LINE). Texto de interface/menu do sistema.,2026-08-23
Horizontal Camera Movement,UI,Movimento Horizontal da Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_CAMERA_LR_REVERSE). Texto de interface/menu do sistema.,2026-08-23
Vertical Camera Movement,UI,Movimento Vertical da Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_CAMERA_UD_REVERSE). Texto de interface/menu do sistema.,2026-08-23
Horizontal Target Selection,UI,Seleção Horizontal de Alvo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_TARGET_LR_REVERSE). Texto de interface/menu do sistema.,2026-08-23
Camera Settings on Slopes,UI,Ajuste de Câmera em Rampas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_CAMERA_SLOPE_ADJUST). Texto de interface/menu do sistema.,2026-08-23
Tips on Loading Screen,UI,Dicas na Tela de Carregamento,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LOAD_TIPS). Texto de interface/menu do sistema.,2026-08-23
Tips During Idle,UI,Dicas em Tela Ociosa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_NEUTRAL_TIPS). Texto de interface/menu do sistema.,2026-08-23
Costume Item Display,UI,Exibição de Item de Traje,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_APPLY_COSTUME). Texto de interface/menu do sistema.,2026-08-23
Screen Settings >>,UI,Configurações de Tela >>,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_SCREEN_SETTING). Texto de interface/menu do sistema.,2026-08-23
Brightness,UI,Brilho,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_BRIGHTNESS). Texto de interface/menu do sistema.,2026-08-23
High Frame Rate Mode,UI,Modo de Alta Taxa de Quadros,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_HIGH_FRAME_RATE_MODE). Texto de interface/menu do sistema.,2026-08-23
Camera Distance (Close⇔Far),UI,Distância da Câmera (Perto⇔Longe),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_CAMERA_DISTANCE). Texto de interface/menu do sistema.,2026-08-23
Message Speed,UI,Velocidade das Mensagens,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_MESSAGE_SPEED). Texto de interface/menu do sistema.,2026-08-23
Auto-Advance Message Speed,UI,Velocidade do Avanço Automático,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_MESSAGE_AUTO_SPEED). Texto de interface/menu do sistema.,2026-08-23
Prioritize Graphics,UI,Priorizar Gráficos,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_QUALITY). Texto de interface/menu do sistema.,2026-08-23
Prioritize Performance,UI,Priorizar Desempenho,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_FRAME_RATE). Texto de interface/menu do sistema.,2026-08-23
Fast Forward Voiced Lines,UI,Avanço Rápido de Falas Dubladas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_HIGH_SPEED_VOICE). Texto de interface/menu do sistema.,2026-08-23
Camera Speed (Slow⇔Fast),UI,Velocidade da Câmera (Lenta⇔Rápida),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_CAMERA_MOVE_SPEED). Texto de interface/menu do sistema.,2026-08-23
Quick Battle Controls,UI,Controles da Batalha Rápida,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_FIELD_CONTROL). Texto de interface/menu do sistema.,2026-08-23
Attack,UI,Ataque,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_FIELD_ATTACK). Texto de interface/menu do sistema.,2026-08-23
Dodge,UI,Esquiva,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_AVOID). Texto de interface/menu do sistema.,2026-08-23
Switch Tactics,UI,Trocar Tática,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ENCOUNT). Texto de interface/menu do sistema.,2026-08-23
Craft Attack,UI,Ataque de Craft,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_CHARGE_ATTACK). Texto de interface/menu do sistema.,2026-08-23
Brave Rush,UI,Brave Rush,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_COMBINATION_ATTACK). Texto de interface/menu do sistema.,2026-08-23
Dash,UI,Correr,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DASH). Texto de interface/menu do sistema.,2026-08-23
Change Leader,UI,Trocar Líder,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LEADER_CHANGE). Texto de interface/menu do sistema.,2026-08-23
Reset Camera,UI,Redefinir Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_CAMERA_RESET). Texto de interface/menu do sistema.,2026-08-23
Open Menu,UI,Abrir Menu,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_BASIC_CONTROL). Texto de interface/menu do sistema.,2026-08-23
Log Menu,UI,Menu de Registro,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LOG_MENU). Texto de interface/menu do sistema.,2026-08-23
Map Menu,UI,Menu de Mapa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_MAP_MENU). Texto de interface/menu do sistema.,2026-08-23
Shortcut: Items,UI,Atalho: Itens,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ITEM_MENU). Texto de interface/menu do sistema.,2026-08-23
Shortcut: Healing Arts,UI,Atalho: Arts de Cura,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ARTS_MENU). Texto de interface/menu do sistema.,2026-08-23
Toggle Auto-Advance Messages,UI,Alternar Avanço Automático,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_MESSAGE_AUTO_CHANGE). Texto de interface/menu do sistema.,2026-08-23
Very Easy,UI,Muito Fácil,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DIFFICULTY_VERYEASY). Texto de interface/menu do sistema.,2026-08-23
Easy,UI,Fácil,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DIFFICULTY_EASY). Texto de interface/menu do sistema.,2026-08-23
Normal,UI,Normal,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DIFFICULTY_NORMAL). Texto de interface/menu do sistema.,2026-08-23
Advanced,UI,Avançado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DIFFICULTY_ADVANCED). Texto de interface/menu do sistema.,2026-08-23
Hard,UI,Difícil,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DIFFICULTY_HARD). Texto de interface/menu do sistema.,2026-08-23
Nightmare,UI,Pesadelo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DIFFICULTY_NIGHTMARE). Texto de interface/menu do sistema.,2026-08-23
English,UI,Inglês,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LANGUAGE_TEXT_ENGLISH). Texto de interface/menu do sistema.,2026-08-23
Deutsch,UI,Alemão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LANGUAGE_TEXT_GERMAN). Texto de interface/menu do sistema.,2026-08-23
Français,UI,Francês,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LANGUAGE_TEXT_FRENCH). Texto de interface/menu do sistema.,2026-08-23
Español,UI,Espanhol,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LANGUAGE_TEXT_SPANISH). Texto de interface/menu do sistema.,2026-08-23
简体中文,UI,Chinês Simplificado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LANGUAGE_TEXT_SCHINESE). Texto de interface/menu do sistema.,2026-08-23
繁體中文,UI,Chinês Tradicional,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LANGUAGE_TEXT_TCHINESE). Texto de interface/menu do sistema.,2026-08-23
Japanese,UI,Japonês,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_LANGUAGE_VOICE_JAPANESE). Texto de interface/menu do sistema.,2026-08-23
Hold,UI,Segurar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_HOLD). Texto de interface/menu do sistema.,2026-08-23
Single Touch,UI,Toque Único,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ONETOUCH). Texto de interface/menu do sistema.,2026-08-23
Toggle,UI,Alternar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ONETOUCH_KEEP). Texto de interface/menu do sistema.,2026-08-23
Manual,UI,Manual,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_SELECT). Texto de interface/menu do sistema.,2026-08-23
Auto,UI,Automático,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_AUTO). Texto de interface/menu do sistema.,2026-08-23
Fixed,UI,Fixo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ROLL_OFF). Texto de interface/menu do sistema.,2026-08-23
Display,UI,Exibir,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DISP). Texto de interface/menu do sistema.,2026-08-23
Hide While Moving,UI,Ocultar ao Mover,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_MOVE_NO_DISP). Texto de interface/menu do sistema.,2026-08-23
Hide While Idle,UI,Ocultar Parado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_WAIT_NO_DISP). Texto de interface/menu do sistema.,2026-08-23
Hidden,UI,Oculto,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_NO_DISP). Texto de interface/menu do sistema.,2026-08-23
Always Display,UI,Sempre Exibir,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ALWAYS_DISP). Texto de interface/menu do sistema.,2026-08-23
Hide During Events,UI,Ocultar Durante Eventos,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_EVENT_NO_DISP). Texto de interface/menu do sistema.,2026-08-23
Inverted,UI,Invertido,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_REVERSE). Texto de interface/menu do sistema.,2026-08-23
Standard,UI,Padrão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_DEFAULT). Texto de interface/menu do sistema.,2026-08-23
Original,UI,Original,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_ORIGINAL). Texto de interface/menu do sistema.,2026-08-23
Arranged,UI,Rearranjado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_TEXT_EVOLUTION). Texto de interface/menu do sistema.,2026-08-23
Language,UI,Idioma,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_SEPARATE_LANGUAGE). Texto de interface/menu do sistema.,2026-08-23
Sound/Volumes,UI,Som/Volumes,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_SEPARATE_SOUND). Texto de interface/menu do sistema.,2026-08-23
